vtuber_id,name,name_en,platform,channel_id,channel_url,channel_name,followers,debut_date,affiliation,last_live_at,last_live_title,twitter_id,community_link,source,collected_at
WYe5yUR7db86Rbqf9H3q,샤르망,,youtube,UCiWqkt4_1wzWtvCuUAe0fTA,https://www.youtube.com/channel/UCiWqkt4_1wzWtvCuUAe0fTA,샤르망 [ Charmante ],6570,2023-11-19,,2026-09-01 12:00:05,12시 입중계 나히아 더이상 미룰 수 없다! [ 이브닛 ],charmante_owo,https://cafe.naver.com/godanssity,mysmallvtuber.net,2026-09-01T03:00:43Z
WYe5yUR7db86Rbqf9H3q,샤르망,,youtube,UC-Q-L_gwoOYsppZ3d8z1uJA,https://www.youtube.com/channel/UC-Q-L_gwoOYsppZ3d8z1uJA,샤르망 다시보기,2140,2023-11-19,,2026-09-01 12:00:05,12시 입중계 나히아 더이상 미룰 수 없다! [ 이브닛 ],charmante_owo,https://cafe.naver.com/godanssity,mysmallvtuber.net,2026-09-01T03:00:43Z
WYe5yUR7db86Rbqf9H3q,샤르망,,soop,owozzz,https://ch.sooplive.co.kr/owozzz,샤르망,41546,2023-11-19,,2026-09-01 12:00:05,12시 입중계 나히아 더이상 미룰 수 없다! [ 이브닛 ],charmante_owo,https://cafe.naver.com/godanssity,mysmallvtuber.net,2026-09-01T03:00:43Z
vDLyHP4jaefRSjHbAMc2,라벤_,,youtube,UCqmRlPCeFrYNEUyuf6_H5YA,https://www.youtube.com/channel/UCqmRlPCeFrYNEUyuf6_H5YA,라벤,20500,2022-02-23,,2026-09-01 11:53:03,[한보름] :: 본진 없는 오빵이 인누와잇💕즉방109💕,laven_d_0223,https://cafe.naver.com/lavend0710,mysmallvtuber.net,2026-09-01T03:00:43Z
vDLyHP4jaefRSjHbAMc2,라벤_,,youtube,UCyxmbWaGRgZKR4IknvAnCPw,https://www.youtube.com/channel/UCyxmbWaGRgZKR4IknvAnCPw,라벤더 밭,2150,2022-02-23,,2026-09-01 11:53:03,[한보름] :: 본진 없는 오빵이 인누와잇💕즉방109💕,laven_d_0223,https://cafe.naver.com/lavend0710,mysmallvtuber.net,2026-09-01T03:00:43Z
vDLyHP4jaefRSjHbAMc2,라벤_,,soop,lavend0710,https://ch.sooplive.co.kr/lavend0710,라벤_,4274,2022-02-23,,2026-09-01 11:53:03,[한보름] :: 본진 없는 오빵이 인누와잇💕즉방109💕,laven_d_0223,https://cafe.naver.com/lavend0710,mysmallvtuber.net,2026-09-01T03:00:43Z
ZHXWLtPv9X8wGsmzwLxa,쿠로카미 아우 Wishing,Wishing,youtube,UCTpSTKncfIevw7O9hAM62HQ,https://www.youtube.com/channel/UCTpSTKncfIevw7O9hAM62HQ,쿠로카미 아우,766,2024-08-04,,2026-09-01 11:59:03,노래해용🥰,wishing_awoo,https://cafe.naver.com/wishinglive,mysmallvtuber.net,2026-09-01T03:00:43Z
ZHXWLtPv9X8wGsmzwLxa,쿠로카미 아우 Wishing,Wishing,youtube,UCh8mdWEcyyu0r49bJmdF1BA,https://www.youtube.com/channel/UCh8mdWEcyyu0r49bJmdF1BA,아우 다시보기,140,2024-08-04,,2026-09-01 11:59:03,노래해용🥰,wishing_awoo,https://cafe.naver.com/wishinglive,mysmallvtuber.net,2026-09-01T03:00:43Z
ZHXWLtPv9X8wGsmzwLxa,쿠로카미 아우 Wishing,Wishing,chzzk,87ab79cf66adbbba8dc854ff8a030636,https://chzzk.naver.com/87ab79cf66adbbba8dc854ff8a030636,쿠로카미 아우 Wishing,3011,2024-08-04,,2026-09-01 11:59:03,노래해용🥰,wishing_awoo,https://cafe.naver.com/wishinglive,mysmallvtuber.net,2026-09-01T03:00:43Z
n4SU9PrSgUR5HMZeTTQp,빵룽,,youtube,UCVWZqtCQeIAWYmLj4-VAo8w,https://www.youtube.com/channel/UCVWZqtCQeIAWYmLj4-VAo8w,빵룽,22900,2019-01-12,,2026-09-01 12:00:05,✿ 일찍 일어난 여우는 피곤하다 🫠,roong__2,https://cafe.naver.com/roongcafe,mysmallvtuber.net,2026-09-01T03:00:43Z
n4SU9PrSgUR5HMZeTTQp,빵룽,,youtube,UCb6KXs7_WH6L0tI0DiKv1SA,https://www.youtube.com/channel/UCb6KXs7_WH6L0tI0DiKv1SA,빵룽 되새김질,4590,2019-01-12,,2026-09-01 12:00:05,✿ 일찍 일어난 여우는 피곤하다 🫠,roong__2,https://cafe.naver.com/roongcafe,mysmallvtuber.net,2026-09-01T03:00:43Z
n4SU9PrSgUR5HMZeTTQp,빵룽,,chzzk,a3c5623862d0d1dda383f5efbc39c6f4,https://chzzk.naver.com/a3c5623862d0d1dda383f5efbc39c6f4,빵룽,20635,2019-01-12,,2026-09-01 12:00:05,✿ 일찍 일어난 여우는 피곤하다 🫠,roong__2,https://cafe.naver.com/roongcafe,mysmallvtuber.net,2026-09-01T03:00:43Z
jRTKQSwNjxKKPCPkLEdD,나유타Nayuta,Nayuta,youtube,UCnUUx5um7SzSgv56Z7tNxNw,https://www.youtube.com/channel/UCnUUx5um7SzSgv56Z7tNxNw,나유타Nayuta,31800,2025-02-10,,2026-09-01 11:56:03,❗❗❗❗❗❗2 4 시 간 방 송 ❗❗❗❗❗❗,gnlvld_22,https://discord.com/invite/mBebXMBq2c,mysmallvtuber.net,2026-09-01T03:00:43Z
