vtuber_id,name,name_en,platform,channel_id,channel_url,channel_name,followers,debut_date,affiliation,last_live_at,last_live_title,twitter_id,community_link,source,collected_at
XgpS5G7uUwAudcGzerTH,아일라 Iyla,Iyla,chzzk,ff182197eed405b1130d22aa3a4fefa0,https://chzzk.naver.com/ff182197eed405b1130d22aa3a4fefa0,아일라 Iyla,6327,2024-11-30,,2026-07-08 04:15:04,[WISHes] 후열 소소하게 통파 운전,Iyla_WISHes,https://cafe.naver.com/grimproduction,mysmallvtuber.net,2026-07-08T04:27:49Z
hZaEn84g4abY6HKS3bRk,정머키,,youtube,UClJWYTR3-ZF8Op18nQsDU1w,https://www.youtube.com/channel/UClJWYTR3-ZF8Op18nQsDU1w,정머키,226,2024-05-28,,2026-07-08 00:36:02,🥕당근서버🥕 작고 내 소중한땅 깨지마세요,muckey0622,,mysmallvtuber.net,2026-07-08T04:27:49Z
hZaEn84g4abY6HKS3bRk,정머키,,soop,nmuckeyjung,https://ch.sooplive.co.kr/nmuckeyjung,정머키,1031,2024-05-28,,2026-07-08 00:36:02,🥕당근서버🥕 작고 내 소중한땅 깨지마세요,muckey0622,,mysmallvtuber.net,2026-07-08T04:27:49Z
mUMBCFCywGTrBjxdAe6w,연 리,,youtube,UCl5YZQQx3h72rBAwuu4MzaA,https://www.youtube.com/channel/UCl5YZQQx3h72rBAwuu4MzaA,연리,9590,,,2026-07-08 00:09:03,치지직 파트너 스트리머 해블린님의 마크 서버 월용리 2일차>.<,younri__,https://cafe.naver.com/younribab,mysmallvtuber.net,2026-07-08T04:27:49Z
mUMBCFCywGTrBjxdAe6w,연 리,,youtube,UCphU13JJcU3Ysj-Fn-J861A,https://www.youtube.com/channel/UCphU13JJcU3Ysj-Fn-J861A,연리의 다시보기,1840,,,2026-07-08 00:09:03,치지직 파트너 스트리머 해블린님의 마크 서버 월용리 2일차>.<,younri__,https://cafe.naver.com/younribab,mysmallvtuber.net,2026-07-08T04:27:49Z
mUMBCFCywGTrBjxdAe6w,연 리,,chzzk,f3228c570a0b3b1f0f8306e3479ea46b,https://chzzk.naver.com/f3228c570a0b3b1f0f8306e3479ea46b,연 리,31496,,,2026-07-08 00:09:03,치지직 파트너 스트리머 해블린님의 마크 서버 월용리 2일차>.<,younri__,https://cafe.naver.com/younribab,mysmallvtuber.net,2026-07-08T04:27:49Z
AAGQhFvuSmaX9GPs2tpf,연 홍차,,youtube,UCapUqAVV7EX73X_WA_M9RfQ,https://www.youtube.com/channel/UCapUqAVV7EX73X_WA_M9RfQ,연홍차,10500,2026-02-04,,2026-07-07 23:03:03,리듬천국하다가 목 쉰 사람 【리듬천국】,yeonhongcha,https://discord.com/invite/eSxDGu7xBa,mysmallvtuber.net,2026-07-08T04:27:49Z
AAGQhFvuSmaX9GPs2tpf,연 홍차,,youtube,UCe7Af13ohRnUm0N7ocLWNcA,https://www.youtube.com/channel/UCe7Af13ohRnUm0N7ocLWNcA,연홍차 아카이브,2990,2026-02-04,,2026-07-07 23:03:03,리듬천국하다가 목 쉰 사람 【리듬천국】,yeonhongcha,https://discord.com/invite/eSxDGu7xBa,mysmallvtuber.net,2026-07-08T04:27:49Z
AAGQhFvuSmaX9GPs2tpf,연 홍차,,chzzk,1bba9dea7f936bdcfe06962bcf0d686a,https://chzzk.naver.com/1bba9dea7f936bdcfe06962bcf0d686a,연 홍차,5413,2026-02-04,,2026-07-07 23:03:03,리듬천국하다가 목 쉰 사람 【리듬천국】,yeonhongcha,https://discord.com/invite/eSxDGu7xBa,mysmallvtuber.net,2026-07-08T04:27:49Z
ASqe5JHu6RBNVLjGu4F5,시트리,,youtube,UC9_ZjnlpbGykePotEf31aDg,https://www.youtube.com/channel/UC9_ZjnlpbGykePotEf31aDg,시트리 / SITRY 【V-LUP】,6140,2022-09-03,,2026-07-07 22:07:03,난 오늘 누려야만 하겠어 (7월 한정룰렛 33/330),,https://cafe.naver.com/vlup,mysmallvtuber.net,2026-07-08T04:27:49Z
ASqe5JHu6RBNVLjGu4F5,시트리,,youtube,UCZ_myq92Ynhm5TY-uzzVV2A,https://www.youtube.com/channel/UCZ_myq92Ynhm5TY-uzzVV2A,시트리 다시보기,787,2022-09-03,,2026-07-07 22:07:03,난 오늘 누려야만 하겠어 (7월 한정룰렛 33/330),,https://cafe.naver.com/vlup,mysmallvtuber.net,2026-07-08T04:27:49Z
ASqe5JHu6RBNVLjGu4F5,시트리,,soop,vlupsitry,https://ch.sooplive.co.kr/vlupsitry,시트리,3966,2022-09-03,,2026-07-07 22:07:03,난 오늘 누려야만 하겠어 (7월 한정룰렛 33/330),,https://cafe.naver.com/vlup,mysmallvtuber.net,2026-07-08T04:27:49Z
dmcgwbXYK2rdJkvuEntk,비화 Bihwa,Bihwa,youtube,UCKdhnPZx9aV7lBkvt3bftpQ,https://www.youtube.com/channel/UCKdhnPZx9aV7lBkvt3bftpQ,비화 Bihwa,2920,2025-11-08,,2026-07-07 22:43:03,[사령화] 여기 붙어라 모두 모여라ㅏㅏ~~,Bihwa_SRH2,https://cafe.naver.com/grimproduction,mysmallvtuber.net,2026-07-08T04:27:49Z
dmcgwbXYK2rdJkvuEntk,비화 Bihwa,Bihwa,chzzk,521b37e8cd74b933501d3d1ad4d5031c,https://chzzk.naver.com/521b37e8cd74b933501d3d1ad4d5031c,비화 Bihwa,3681,2025-11-08,,2026-07-07 22:43:03,[사령화] 여기 붙어라 모두 모여라ㅏㅏ~~,Bihwa_SRH2,https://cafe.naver.com/grimproduction,mysmallvtuber.net,2026-07-08T04:27:49Z
WfJkgyrq8QMKcM2Gh45g,모카:b,b,youtube,UCiQ3nmup_0jgUOnZ_MQcwKQ,https://www.youtube.com/channel/UCiQ3nmup_0jgUOnZ_MQcwKQ,모카:b,4400,2024-07-09,,2026-07-08 01:04:03,[UR:L] 모카 메이플스토리 챌1섭 훈지 받습니다 카이 깨고감,kurokawa_moca,,mysmallvtuber.net,2026-07-08T04:27:49Z
WfJkgyrq8QMKcM2Gh45g,모카:b,b,soop,mocamu2,https://ch.sooplive.co.kr/mocamu2,모카:b,17841,2024-07-09,,2026-07-08 01:04:03,[UR:L] 모카 메이플스토리 챌1섭 훈지 받습니다 카이 깨고감,kurokawa_moca,,mysmallvtuber.net,2026-07-08T04:27:49Z
8SakwbsJRGa73nBCdbcJ,쵸요링,,youtube,UCZH33EqbIaft5m3_CIrQDiQ,https://www.youtube.com/channel/UCZH33EqbIaft5m3_CIrQDiQ,쵸요링,12100,2022-11-02,,2026-07-08 03:42:02,슈가슈가,nadayaho_,https://cafe.naver.com/nadyaho,mysmallvtuber.net,2026-07-08T04:27:49Z
8SakwbsJRGa73nBCdbcJ,쵸요링,,chzzk,e008490d3464797704feac3b9ad8fe67,https://chzzk.naver.com/e008490d3464797704feac3b9ad8fe67,쵸요링,4999,2022-11-02,,2026-07-08 03:42:02,슈가슈가,nadayaho_,https://cafe.naver.com/nadyaho,mysmallvtuber.net,2026-07-08T04:27:49Z
tg9Z7BQysyGV75Vsyns9,강혜니,,youtube,UCatILwJhUci6_AwVp9iCqqQ,https://www.youtube.com/channel/UCatILwJhUci6_AwVp9iCqqQ,강혜니,377,2023-06-06,,2026-07-08 00:35:04,[돼지서버]  떨어지는 운석 막기 2일차 ꜀(^｡ ̫ ｡^꜀ )꜆੭🩷,hyeni_06,https://cafe.naver.com/hyeninyang,mysmallvtuber.net,2026-07-08T04:27:49Z
tg9Z7BQysyGV75Vsyns9,강혜니,,youtube,UCbG-KntfwuoX29eLRJUgpVA,https://www.youtube.com/channel/UCbG-KntfwuoX29eLRJUgpVA,강혜니 다시보기,195,2023-06-06,,2026-07-08 00:35:04,[돼지서버]  떨어지는 운석 막기 2일차 ꜀(^｡ ̫ ｡^꜀ )꜆੭🩷,hyeni_06,https://cafe.naver.com/hyeninyang,mysmallvtuber.net,2026-07-08T04:27:49Z
tg9Z7BQysyGV75Vsyns9,강혜니,,chzzk,3081b4db8cb8b6c1de194b66a5b81a67,https://chzzk.naver.com/3081b4db8cb8b6c1de194b66a5b81a67,강혜니,3330,2023-06-06,,2026-07-08 00:35:04,[돼지서버]  떨어지는 운석 막기 2일차 ꜀(^｡ ̫ ｡^꜀ )꜆੭🩷,hyeni_06,https://cafe.naver.com/hyeninyang,mysmallvtuber.net,2026-07-08T04:27:49Z
LhVfRUPLu8hEyFt6Stkg,레비얀 Leviyan,Leviyan,youtube,UCIeK_0-ggO2uUYTQSi4ZsAw,https://www.youtube.com/channel/UCIeK_0-ggO2uUYTQSi4ZsAw,레비얀 Leviyan,12400,2025-11-01,,2026-07-08 01:28:03,[HEXIA] 계화탕 함 마셔볼까 (진짜 마신다는 뜻),Hexia_Leviyan,,mysmallvtuber.net,2026-07-08T04:27:49Z
LhVfRUPLu8hEyFt6Stkg,레비얀 Leviyan,Leviyan,youtube,UCiaGjrGWKDTqCnrYT42jMrg,https://www.youtube.com/channel/UCiaGjrGWKDTqCnrYT42jMrg,레비얀 다시보기,780,2025-11-01,,2026-07-08 01:28:03,[HEXIA] 계화탕 함 마셔볼까 (진짜 마신다는 뜻),Hexia_Leviyan,,mysmallvtuber.net,2026-07-08T04:27:49Z
LhVfRUPLu8hEyFt6Stkg,레비얀 Leviyan,Leviyan,chzzk,bbe12c4cd654528048568aca4e5e6166,https://chzzk.naver.com/bbe12c4cd654528048568aca4e5e6166,레비얀 Leviyan,4869,2025-11-01,,2026-07-08 01:28:03,[HEXIA] 계화탕 함 마셔볼까 (진짜 마신다는 뜻),Hexia_Leviyan,,mysmallvtuber.net,2026-07-08T04:27:49Z
FksywLpu4QjPrmvgbRbd,샤메이,,youtube,UCjqii_QCCgL4znyTpfcnkkA,https://www.youtube.com/channel/UCjqii_QCCgL4znyTpfcnkkA,샤메이 Syamei,10700,2022-08-16,,2026-07-08 00:18:03,뇌녹이기,syameionline,,mysmallvtuber.net,2026-07-08T04:27:49Z
FksywLpu4QjPrmvgbRbd,샤메이,,youtube,UCrlSawJA3yapykwkIY4qacQ,https://www.youtube.com/channel/UCrlSawJA3yapykwkIY4qacQ,샤메이 다시보기 Syamei Archive,1740,2022-08-16,,2026-07-08 00:18:03,뇌녹이기,syameionline,,mysmallvtuber.net,2026-07-08T04:27:49Z
FksywLpu4QjPrmvgbRbd,샤메이,,chzzk,6d16804cf98da47ba82bd13c0c029723,https://chzzk.naver.com/6d16804cf98da47ba82bd13c0c029723,샤메이,26705,2022-08-16,,2026-07-08 00:18:03,뇌녹이기,syameionline,,mysmallvtuber.net,2026-07-08T04:27:49Z
RfzBGBegCNfKGFXCUPeR,소라카리,,youtube,UCXoANfx1B1EdCFRXgXmhacw,https://www.youtube.com/channel/UCXoANfx1B1EdCFRXgXmhacw,소라카리 Ch. SORAKRI,3350,2021-08-15,,2026-07-07 23:12:03,포켓XI피아 모험을 떠나는 1일차 [마인크래프트 포켓몬 서버],Sorakarich,,mysmallvtuber.net,2026-07-08T04:27:49Z
RfzBGBegCNfKGFXCUPeR,소라카리,,chzzk,41b4502c36916213e87afdcbb3b76b7c,https://chzzk.naver.com/41b4502c36916213e87afdcbb3b76b7c,소라카리,940,2021-08-15,,2026-07-07 23:12:03,포켓XI피아 모험을 떠나는 1일차 [마인크래프트 포켓몬 서버],Sorakarich,,mysmallvtuber.net,2026-07-08T04:27:49Z
HMt2vhefQWvv2qVkKqCv,슈퍼덴코,,youtube,UCjVjPkV1wG7ZZLsZeBxSHGA,https://www.youtube.com/channel/UCjVjPkV1wG7ZZLsZeBxSHGA,슈퍼덴코 SuperDenkou,36,2022-09-03,,2026-07-07 22:43:03,블리치 기억하나도 안나는 사람의 격투게임으로 스토리 정주행~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
HMt2vhefQWvv2qVkKqCv,슈퍼덴코,,youtube,UCfob_D9W3ZniyepDCH3gu6g,https://www.youtube.com/channel/UCfob_D9W3ZniyepDCH3gu6g,슈퍼🏍️덴코 다시보기,79,2022-09-03,,2026-07-07 22:43:03,블리치 기억하나도 안나는 사람의 격투게임으로 스토리 정주행~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
HMt2vhefQWvv2qVkKqCv,슈퍼덴코,,chzzk,d013187fba7652c7d380076f604d3bd6,https://chzzk.naver.com/d013187fba7652c7d380076f604d3bd6,슈퍼덴코,309,2022-09-03,,2026-07-07 22:43:03,블리치 기억하나도 안나는 사람의 격투게임으로 스토리 정주행~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
2HvNMT7BK5SXydxRqekL,찌아에용,,chzzk,be745b77d16bc2e9cfad5d04bcf8dabb,https://chzzk.naver.com/be745b77d16bc2e9cfad5d04bcf8dabb,찌아에용,805,2024-01-18,,2026-07-07 19:45:02,저는 생활할테니 드롭스 받아가세요,,https://discord.com/invite/NvsafrP8xw,mysmallvtuber.net,2026-07-08T04:27:49Z
SKD4y3XKHrS5n9jH3aC6,후츄후츄,,chzzk,8b14aeaab59c1896ff9350a4a03515d3,https://chzzk.naver.com/8b14aeaab59c1896ff9350a4a03515d3,후츄후츄,1989,,,2026-07-07 18:15:03,늦잠...잣...어요... | 정규 노래뱅,,,mysmallvtuber.net,2026-07-08T04:27:49Z
6EjdT3TjydkNPTKqFVEh,유키라,,youtube,UCQT3WjZYASqLyYcEUblKmrg,https://www.youtube.com/channel/UCQT3WjZYASqLyYcEUblKmrg,유키라,12500,,,2026-07-07 23:48:02,신스멀게동 첫 모임!! 두근두근,,https://cafe.naver.com/kirasroom,mysmallvtuber.net,2026-07-08T04:27:49Z
6EjdT3TjydkNPTKqFVEh,유키라,,soop,kirababy2,https://ch.sooplive.co.kr/kirababy2,유키라,18955,,,2026-07-07 23:48:02,신스멀게동 첫 모임!! 두근두근,,https://cafe.naver.com/kirasroom,mysmallvtuber.net,2026-07-08T04:27:49Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,youtube,UCBBhayqr0YGQkks2SuC27sg,https://www.youtube.com/channel/UCBBhayqr0YGQkks2SuC27sg,김뀰빵,1590,,,2026-07-07 20:46:02,좋은 오후~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,youtube,UCmO3W-SjJYy2QGu7KicdIpQ,https://www.youtube.com/channel/UCmO3W-SjJYy2QGu7KicdIpQ,긴뀰빵,1260,,,2026-07-07 20:46:02,좋은 오후~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
yRtA3R8LrsFNjC3Lz6Ky,김뀰빵,,chzzk,c29e893346300b5e778320c11820ab42,https://chzzk.naver.com/c29e893346300b5e778320c11820ab42,김뀰빵,2284,,,2026-07-07 20:46:02,좋은 오후~,,,mysmallvtuber.net,2026-07-08T04:27:49Z
jxBN4zzzfa5vgsTHYFrc,리냐_LINYA,LINYA,youtube,UCnPw9ucyOhJVD52uVO75GJg,https://www.youtube.com/channel/UCnPw9ucyOhJVD52uVO75GJg,리냐 LINYA,4340,2023-09-29,,2026-07-07 23:20:03,검도부 리냐 고등학교 생기부 확인하기,Yushino_Lina,https://cafe.naver.com/refly4,mysmallvtuber.net,2026-07-08T04:27:49Z
jxBN4zzzfa5vgsTHYFrc,리냐_LINYA,LINYA,youtube,UCjvEOKg0FJrPpnAL3qJiZGA,https://www.youtube.com/channel/UCjvEOKg0FJrPpnAL3qJiZGA,리냐의 딸기 공장,131,2023-09-29,,2026-07-07 23:20:03,검도부 리냐 고등학교 생기부 확인하기,Yushino_Lina,https://cafe.naver.com/refly4,mysmallvtuber.net,2026-07-08T04:27:49Z
jxBN4zzzfa5vgsTHYFrc,리냐_LINYA,LINYA,soop,lina0108,https://ch.sooplive.co.kr/lina0108,리냐_LINYA,9720,2023-09-29,,2026-07-07 23:20:03,검도부 리냐 고등학교 생기부 확인하기,Yushino_Lina,https://cafe.naver.com/refly4,mysmallvtuber.net,2026-07-08T04:27:49Z
uXq7W3bezHkSByPNVxGH,문모모,,youtube,UCXWbKk5HYWG0owovUJnuxIQ,https://www.youtube.com/channel/UCXWbKk5HYWG0owovUJnuxIQ,문모모 Official,13200,2023-11-25,,2026-07-07 21:45:03,노가뤼,door_momo,https://cafe.naver.com/vlyz,mysmallvtuber.net,2026-07-08T04:27:49Z
uXq7W3bezHkSByPNVxGH,문모모,,youtube,UCCYlu7h0qGia9--6kzGcbSg,https://www.youtube.com/channel/UCCYlu7h0qGia9--6kzGcbSg,문모모 아카이브,679,2023-11-25,,2026-07-07 21:45:03,노가뤼,door_momo,https://cafe.naver.com/vlyz,mysmallvtuber.net,2026-07-08T04:27:49Z
uXq7W3bezHkSByPNVxGH,문모모,,soop,doormomo,https://ch.sooplive.co.kr/doormomo,문모모,25190,2023-11-25,,2026-07-07 21:45:03,노가뤼,door_momo,https://cafe.naver.com/vlyz,mysmallvtuber.net,2026-07-08T04:27:49Z
rVQGssAeAD2GYC7Xaq9r,투미츠,,youtube,UCBtDgY-qAmarm8NiXvEBzXA,https://www.youtube.com/channel/UCBtDgY-qAmarm8NiXvEBzXA,미츠의 보석함,1210,2020-01-30,,2026-07-07 19:06:02,음색 맛집 노래방 (1곡 30개)💖 (비키니룰렛 100/500/510/1000),xndb004,https://cafe.naver.com/toomits,mysmallvtuber.net,2026-07-08T04:27:49Z
rVQGssAeAD2GYC7Xaq9r,투미츠,,soop,xnalcm004,https://ch.sooplive.co.kr/xnalcm004,투미츠,3831,2020-01-30,,2026-07-07 19:06:02,음색 맛집 노래방 (1곡 30개)💖 (비키니룰렛 100/500/510/1000),xndb004,https://cafe.naver.com/toomits,mysmallvtuber.net,2026-07-08T04:27:49Z
DRSZ93gBqzRGFhauB3AX,김시루콩,,youtube,UCKKj_2P7UWBwDBULFBVPKmw,https://www.youtube.com/channel/UCKKj_2P7UWBwDBULFBVPKmw,김시루콩,26,2025-08-17,,2026-07-07 21:46:02,ㅇㅅㅇ,Kim_Sirukong,https://cafe.naver.com/sirukong,mysmallvtuber.net,2026-07-08T04:27:49Z
DRSZ93gBqzRGFhauB3AX,김시루콩,,chzzk,ae36c0e59619e66308b90db60c81057d,https://chzzk.naver.com/ae36c0e59619e66308b90db60c81057d,김시루콩,504,2025-08-17,,2026-07-07 21:46:02,ㅇㅅㅇ,Kim_Sirukong,https://cafe.naver.com/sirukong,mysmallvtuber.net,2026-07-08T04:27:49Z
UtLDD4B4wZAwcxXDTXUJ,비비챰,,youtube,UCwvU0ob3jN0w3zXmKaHM1og,https://www.youtube.com/channel/UCwvU0ob3jN0w3zXmKaHM1og,비비챰,771,2023-09-18,,2026-07-07 16:44:03,[상태이상] 진짜 잔잔바리 할거임,beebcham,https://cafe.naver.com/charmbar,mysmallvtuber.net,2026-07-08T04:27:49Z
UtLDD4B4wZAwcxXDTXUJ,비비챰,,youtube,UCbPE8lcPrguLziDJ6WBFfqA,https://www.youtube.com/channel/UCbPE8lcPrguLziDJ6WBFfqA,비비챰의 비챰식량,178,2023-09-18,,2026-07-07 16:44:03,[상태이상] 진짜 잔잔바리 할거임,beebcham,https://cafe.naver.com/charmbar,mysmallvtuber.net,2026-07-08T04:27:49Z
UtLDD4B4wZAwcxXDTXUJ,비비챰,,chzzk,5d2d579e1c5ddf327e10b024c0e7caaf,https://chzzk.naver.com/5d2d579e1c5ddf327e10b024c0e7caaf,비비챰,1456,2023-09-18,,2026-07-07 16:44:03,[상태이상] 진짜 잔잔바리 할거임,beebcham,https://cafe.naver.com/charmbar,mysmallvtuber.net,2026-07-08T04:27:49Z
UeyuhFKWTGhyNNgqJeHG,마로니!,,youtube,UCOEU4FU1MqmF7cqd_qxtpuA,https://www.youtube.com/channel/UCOEU4FU1MqmF7cqd_qxtpuA,마로니,11800,2025-10-03,,2026-07-08 00:34:03,압도적으로 긍정적인 추리게임 [스테퍼케이스],marronie318,https://cafe.naver.com/marroniepark,mysmallvtuber.net,2026-07-08T04:27:49Z
UeyuhFKWTGhyNNgqJeHG,마로니!,,soop,marronie,https://ch.sooplive.co.kr/marronie,마로니!,21709,2025-10-03,,2026-07-08 00:34:03,압도적으로 긍정적인 추리게임 [스테퍼케이스],marronie318,https://cafe.naver.com/marroniepark,mysmallvtuber.net,2026-07-08T04:27:49Z
bVBnsXxHa6Tp6uTCK3r5,유 르 밍,,youtube,UCbZjXMI62zmCafwdQKR3SIA,https://www.youtube.com/channel/UCbZjXMI62zmCafwdQKR3SIA,_유르밍,1110,,,2026-07-07 17:28:03,૮꒰ ˶• ༝ •˶꒱ა 월루할래?,yuleuming88888,https://discord.com/invite/qJM8fBkdKt,mysmallvtuber.net,2026-07-08T04:27:49Z
bVBnsXxHa6Tp6uTCK3r5,유 르 밍,,chzzk,bdf93e882bfdee135e110b2fcc7061f2,https://chzzk.naver.com/bdf93e882bfdee135e110b2fcc7061f2,유 르 밍,936,,,2026-07-07 17:28:03,૮꒰ ˶• ༝ •˶꒱ა 월루할래?,yuleuming88888,https://discord.com/invite/qJM8fBkdKt,mysmallvtuber.net,2026-07-08T04:27:49Z
3Zx9cJwFUZzeZbsJJBpd,이새난,,youtube,UCf1DklM5kyvJz4VyCDSQmTA,https://www.youtube.com/channel/UCf1DklM5kyvJz4VyCDSQmTA,이새난 YouTube,6390,2022-01-09,,2026-07-07 16:27:03,💠(짧) 대지여행 오픈런 대기중 |•'-'•)و✧,Senan_Note,https://discord.com/invite/YXnZ4wJCwh,mysmallvtuber.net,2026-07-08T04:27:49Z
